# Document with the sample ids and the antimicrobials that genes/mutations that confeer resistance to have been detected in the sample
## Confidential
reads_ID,ampicillin,cefoxitin,chloramphenicol,ciprofloxacin,gentamicin,nalidixic acid,tetracycline
SRR3295881_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295882_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295883_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295884_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295885_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3295886_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295887_1.trim.fq.gz,None,None,None,None,None,None,"tet(C) (tet(C)_AY046276), tet(C) (tet(C)_AF055345)"
SRR3295888_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3295889_1.trim.fq.gz,None,None,floR (floR_AF118107),None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,"tet(A) (tet(A)_AF534183), tet(M) (tet(M)_U58985)"
SRR3295890_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295891_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295893_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3295894_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295895_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295896_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295897_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
SRR3295898_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295899_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,aac(3)-IV (aac(3)-IV_DQ241380),None,"tet(A) (tet(A)_AF534183), tet(B) (tet(B)_AF326777)"
SRR3295900_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295901_1.trim.fq.gz,blaOXA-2 (blaOXA-2_DQ112222),None,catA1 (catA1_V00622),None,None,None,tet(B) (tet(B)_AP000342)
SRR3295902_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295903_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3295904_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),"cmlA1 (cmlA1_M64556), floR (floR_AF118107)",None,ant(2'')-Ia (ant(2'')-Ia_X04555),None,"tet(A) (tet(A)_AF534183), tet(B) (tet(B)_AF326777)"
SRR3295905_1.trim.fq.gz,None,None,None,None,aac(3)-IV (aac(3)-IV_DQ241380),None,tet(B) (tet(B)_AF326777)
SRR3295906_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295907_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB81 (qnrB81_KX372671), qnrB82 (qnrB82_KX372672)",None,None,tet(B) (tet(B)_AF326777)
SRR3295908_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295909_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295911_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295913_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295914_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295915_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295916_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295917_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR3295918_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295919_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
SRR3295920_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
SRR3295921_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295922_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295923_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295924_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295925_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295927_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295928_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AP000342)
SRR3295929_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295930_1.trim.fq.gz,blaTEM-1C (blaTEM-1C_FJ560503),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295931_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295932_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295935_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295936_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295937_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),qnrB19 (qnrB19_EU432277),None,None,tet(A) (tet(A)_AF534183)
SRR3295938_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295939_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295940_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295941_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,catA1 (catA1_V00622),None,None,None,tet(B) (tet(B)_AF326777)
SRR3295942_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295943_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295944_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295947_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3295948_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295949_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295950_1.trim.fq.gz,None,None,None,"qnrB19 (qnrB19_EU432277), qnrB81 (qnrB81_KX372671), qnrB82 (qnrB82_KX372672)",None,None,tet(C) (tet(C)_AY046276)
SRR3295951_1.trim.fq.gz,blaCARB-2 (blaCARB-2_M69058),None,floR (floR_AF118107),None,None,None,tet(G) (tet(G)_AF133140)
SRR3295952_1.trim.fq.gz,blaTEM-1C (blaTEM-1C_FJ560503),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295954_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295955_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295956_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295957_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295958_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3295959_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295960_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3295961_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295962_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295963_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3295964_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,"qnrB5 (qnrB5_DQ303919), qnrB19 (qnrB19_EU432277), qnrB36 (qnrB36_JN173058), qnrB56 (qnrB56_JX259317), qnrB67 (qnrB67_KC580656), qnrB68 (qnrB68_KC580657), qnrB82 (qnrB82_KX372672)",None,None,tet(B) (tet(B)_AF326777)
SRR3295965_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3295966_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3295967_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3330375_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3344468_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3665074_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016), blaTEM-128 (blaTEM-128_AY368237)",blaCMY-2 (blaCMY-2_X91840),cmlA1 (cmlA1_M64556),None,"aac(3)-IV (aac(3)-IV_DQ241380), aac(3)-VIa (aac(3)-VIa_NC_009838)",None,tet(B) (tet(B)_AF326777)
SRR3932880_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3932881_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932882_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932883_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932884_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932885_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932887_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932888_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932889_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932890_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3932891_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932892_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932893_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932895_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932896_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932897_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932898_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932899_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3932900_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932902_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932903_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932905_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932906_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932907_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932908_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932909_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932910_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932911_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932912_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932913_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3932914_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932915_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932916_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932917_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932918_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932919_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932920_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932921_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932922_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932923_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932924_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,tet(A) (tet(A)_AF534183)
SRR3932925_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932926_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932927_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932929_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932931_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932932_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932933_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932934_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932935_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932936_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932938_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932940_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932941_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932942_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932943_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932944_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3932945_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932946_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932948_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932949_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932950_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3932951_1.trim.fq.gz,None,None,floR (floR_AF118107),None,None,None,tet(A) (tet(A)_AF534183)
SRR3932952_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932953_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3932954_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3932955_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932956_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3932957_1.trim.fq.gz,None,None,None,None,None,None,tet(C) (tet(C)_AY046276)
SRR3932958_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932959_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932960_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,None
SRR3932961_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932962_1.trim.fq.gz,blaTEM-1C (blaTEM-1C_FJ560503),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932963_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932964_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,None
SRR3932966_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932967_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932968_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932969_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932970_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932971_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932972_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932973_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3932974_1.trim.fq.gz,None,None,None,None,ant(2'')-Ia (ant(2'')-Ia_X04555),None,"tet(A) (tet(A)_AF534183), tet(C) (tet(C)_AY046276)"
SRR3932975_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932976_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932977_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932978_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932979_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3932980_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3932981_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932983_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932985_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,"tet(A) (tet(A)_AY196695), tet(A) (tet(A)_AF534183)"
SRR3932986_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932987_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932989_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3932991_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3932992_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3932993_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932994_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932996_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932997_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3932998_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3932999_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,aac(3)-IId (aac(3)-IId_EU022314),None,tet(A) (tet(A)_AF534183)
SRR3933000_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933001_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933002_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933003_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3933004_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933006_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933007_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933008_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933009_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933010_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933011_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,None
SRR3933012_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933013_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933014_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933015_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933016_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933017_1.trim.fq.gz,None,None,None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3933018_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,None
SRR3933019_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933020_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933021_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933022_1.trim.fq.gz,None,None,None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3933023_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3933024_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933025_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,ant(2'')-Ia (ant(2'')-Ia_X04555),None,tet(A) (tet(A)_AF534183)
SRR3933026_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933027_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933029_1.trim.fq.gz,None,None,None,None,aac(3)-IV (aac(3)-IV_DQ241380),None,tet(B) (tet(B)_AF326777)
SRR3933031_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933032_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933033_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933034_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933035_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933037_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933038_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3933040_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933041_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933043_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933044_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933045_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933046_1.trim.fq.gz,"blaCMY-2 (blaCMY-2_X91840), blaTEM-1B (blaTEM-1B_AY458016)",blaCMY-2 (blaCMY-2_X91840),None,None,None,None,"tet(A) (tet(A)_AJ517790), tet(A) (tet(A)_AF534183)"
SRR3933047_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933049_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933050_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,None
SRR3933051_1.trim.fq.gz,None,None,None,None,ant(2'')-Ia (ant(2'')-Ia_X04555),None,"tet(A) (tet(A)_AF534183), tet(C) (tet(C)_AY046276)"
SRR3933053_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933056_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933057_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933058_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933059_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933060_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933061_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933062_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933063_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933064_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933065_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933066_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,aac(3)-VIa (aac(3)-VIa_NC_009838),None,None
SRR3933067_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933070_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933073_1.trim.fq.gz,blaCTX-M-1 (blaCTX-M-1_DQ915955),None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933074_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933075_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933076_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933077_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933078_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933079_1.trim.fq.gz,blaCMY-2 (blaCMY-2_X91840),blaCMY-2 (blaCMY-2_X91840),None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933080_1.trim.fq.gz,None,None,None,None,None,None,tet(B) (tet(B)_AF326777)
SRR3933081_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AF534183)
SRR3933082_1.trim.fq.gz,None,None,None,None,None,None,tet(A) (tet(A)_AJ517790)
SRR3933083_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933084_1.trim.fq.gz,None,None,None,None,None,None,None
SRR3933085_1.trim.fq.gz,blaTEM-1B (blaTEM-1B_AY458016),None,None,None,None,None,None
